Date,IDXX_PE_FY1,EW_PE_FY1,COR_PE_FY1,CNC_PE_FY1,RMD_PE_FY1,MTD_PE_FY1,HUM_PE_FY1,BIIB_PE_FY1,DXCM_PE_FY1,CAH_PE_FY1,STE_PE_FY1,WST_PE_FY1,ZBH_PE_FY1,COO_PE_FY1,MRNA_PE_FY1,WAT_PE_FY1,MOH_PE_FY1,BAX_PE_FY1,HOLX_PE_FY1,LH_PE_FY1,DGX_PE_FY1,ALGN_PE_FY1,PODD_PE_FY1,RVTY_PE_FY1,VTRS_PE_FY1,UHS_PE_FY1,TECH_PE_FY1,TFX_PE_FY1,CTLT_PE_FY1,INCY_PE_FY1,CRL_PE_FY1,SOLV_PE_FY1,HSIC_PE_FY1,DVA_PE_FY1
2014-12-16,39.58039,38.305054,20.356892,22.494585,20.703775,25.186235,18.147078,20.968233,,19.274475,21.95752,28.841036,18.531906,22.950768,,21.489668,38.352608,8.127641,17.522367,15.43698,16.063847,31.951334,,18.942875,16.627342,18.255922,25.28335,20.914516,16.119822,,19.23989,,25.486475,21.306078
2014-12-17,39.58039,38.305054,20.356892,22.494585,20.703775,25.186235,18.147078,20.968233,,19.274475,21.95752,28.841036,18.531906,22.950768,,21.489668,38.352608,8.127641,17.522367,15.43698,16.063847,31.951334,,18.942875,16.627342,18.255922,25.28335,20.914516,16.119822,,19.23989,,25.486475,21.306078
2014-12-18,39.58039,38.305054,20.356892,22.494585,20.703775,25.186235,18.147078,20.968233,,19.274475,21.95752,28.841036,18.531906,22.950768,,21.489668,38.352608,8.127641,17.522367,15.43698,16.063847,31.951334,,18.942875,16.627342,18.255922,25.28335,20.914516,16.119822,,19.23989,,25.486475,21.306078
2014-12-19,39.58039,38.305054,20.356892,22.494585,20.703775,25.186235,18.147078,20.968233,,19.274475,21.95752,28.841036,18.531906,22.950768,,21.489668,38.352608,8.127641,17.522367,15.43698,16.063847,31.951334,,18.942875,16.627342,18.255922,25.28335,20.914516,16.119822,,19.23989,,25.486475,21.306078
2014-12-22,39.58039,38.305054,20.356892,22.494585,20.703775,25.186235,18.147078,20.968233,,19.274475,21.95752,28.841036,18.531906,22.950768,,21.489668,38.352608,8.127641,17.522367,15.43698,16.063847,31.951334,,18.942875,16.627342,18.255922,25.28335,20.914516,16.119822,,19.23989,,25.486475,21.306078
2014-12-23,39.58039,38.305054,20.356892,22.494585,20.703775,25.186235,18.147078,20.968233,,19.274475,21.95752,28.841036,18.531906,22.950768,,21.489668,38.352608,8.127641,17.522367,15.43698,16.063847,31.951334,,18.942875,16.627342,18.255922,25.28335,20.914516,16.119822,,19.23989,,25.486475,21.306078
2014-12-24,39.58039,38.305054,20.356892,22.494585,20.703775,25.186235,18.147078,20.968233,,19.274475,21.95752,28.841036,18.531906,22.950768,,21.489668,38.352608,8.127641,17.522367,15.43698,16.063847,31.951334,,18.942875,16.627342,18.255922,25.28335,20.914516,16.119822,,19.23989,,25.486475,21.306078
2014-12-26,39.58039,38.305054,20.356892,22.494585,20.703775,25.186235,18.147078,20.968233,,19.274475,21.95752,28.841036,18.531906,22.950768,,21.489668,38.352608,8.127641,17.522367,15.43698,16.063847,31.951334,,18.942875,16.627342,18.255922,25.28335,20.914516,16.119822,,19.23989,,25.486475,21.306078
2014-12-29,39.58039,38.305054,20.356892,22.494585,20.703775,25.186235,18.147078,20.968233,,19.274475,21.95752,28.841036,18.531906,22.950768,,21.489668,38.352608,8.127641,17.522367,15.43698,16.063847,31.951334,,18.942875,16.627342,18.255922,25.28335,20.914516,16.119822,,19.23989,,25.486475,21.306078
2014-12-30,39.58039,38.305054,20.356892,22.494585,20.703775,25.186235,18.147078,20.968233,,19.274475,21.95752,28.841036,18.531906,22.950768,,21.489668,38.352608,8.127641,17.522367,15.43698,16.063847,31.951334,,18.942875,16.627342,18.255922,25.28335,20.914516,16.119822,,19.23989,,25.486475,21.306078
2014-12-31,39.58039,38.305054,20.356892,22.494585,20.703775,25.186235,18.147078,20.968233,,19.274475,21.95752,28.841036,18.531906,22.950768,,21.489668,38.352608,8.127641,17.522367,15.43698,16.063847,31.951334,,18.942875,16.627342,18.255922,25.28335,20.914516,16.119822,,19.23989,,25.486475,21.306078
2015-01-02,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-05,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-06,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-07,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-08,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-09,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-12,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-13,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-14,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-15,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-16,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-20,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-21,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-22,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-23,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-26,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-27,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-28,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-29,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-01-30,39.29417,37.626152,20.155502,23.396534,21.702904,25.976364,18.901608,23.1354,,18.927416,22.336393,29.523108,18.7427,21.525896,,20.90456,40.1607,8.164852,17.488554,15.937506,16.494282,31.395414,,18.222519,15.85926,19.399803,25.50138,20.154467,15.619047,,18.910063,,25.296055,21.057537
2015-02-02,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-03,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-04,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-05,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-06,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-09,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-10,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-11,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-12,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-13,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-17,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-18,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-19,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-20,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-23,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-24,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-25,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-26,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-02-27,36.05918,37.03979,20.755098,24.60663,24.400677,26.114685,19.287472,21.251749,,19.148869,22.463835,27.496284,17.251852,20.968384,,20.962189,42.680416,8.881586,19.383978,16.93253,15.148794,31.17254,,17.502516,14.961878,17.886654,25.707968,19.254833,15.560564,,20.6374,,25.655085,20.86848
2015-03-02,35.85141,31.610794,22.36712,23.476898,25.231466,24.490004,18.548769,22.168438,2932.2761,20.202757,22.23124,29.472172,18.487638,21.864908,,21.2062,25.56659,8.996479,20.562166,16.290215,14.893768,33.70225,,17.992634,16.134628,17.697834,28.052732,19.507856,16.414318,,21.313215,,23.568987,19.819452
2015-03-03,35.85141,31.610794,22.36712,23.476898,25.231466,24.490004,18.548769,22.168438,2932.2761,20.202757,22.23124,29.472172,18.487638,21.864908,,21.2062,25.56659,8.996479,20.562166,16.290215,14.893768,33.70225,,17.992634,16.134628,17.697834,28.052732,19.507856,16.414318,,21.313215,,23.568987,19.819452
2015-03-04,35.85141,31.610794,22.36712,23.476898,25.231466,24.490004,18.548769,22.168438,2932.2761,20.202757,22.23124,29.472172,18.487638,21.864908,,21.2062,25.56659,8.996479,20.562166,16.290215,14.893768,33.70225,,17.992634,16.134628,17.697834,28.052732,19.507856,16.414318,,21.313215,,23.568987,19.819452
2015-03-05,35.85141,31.610794,22.36712,23.476898,25.231466,24.490004,18.548769,22.168438,2932.2761,20.202757,22.23124,29.472172,18.487638,21.864908,,21.2062,25.56659,8.996479,20.562166,16.290215,14.893768,33.70225,,17.992634,16.134628,17.697834,28.052732,19.507856,16.414318,,21.313215,,23.568987,19.819452
